scenario,rep,n_inducing,pi_model,lengthscale_mode,lengthscale_selection_source,initial_lengthscale,initial_treatment_lengthscale,selected_lengthscale,selected_treatment_lengthscale,mml_fit_seconds,mml_initial_log_marginal_likelihood,mml_log_marginal_likelihood,mml_success,mml_at_boundary,selection_initial_log_prior,selection_log_prior,selection_initial_log_posterior,selection_log_posterior,pi_diagnostic_clip,pi_estimate_mean,pi_estimate_min,pi_estimate_p05,pi_estimate_p95,pi_estimate_max,pi_estimate_true_rmse,pi_estimate_true_mean_abs_error,propensity_clip_fraction,observed_inverse_weight_max,observed_inverse_weight_p95,observed_inverse_weight_ess,observed_inverse_weight_ess_fraction,exact_fit_seconds,svgp_fit_seconds,speed_ratio_exact_over_svgp,elbo,exact_log_marginal_likelihood,elbo_gap,trace_gap,relative_trace_gap,exact_counterfactual_rms_posterior_sd,predictive_mean_rmse_vs_exact,predictive_mean_standardized_rmse_vs_exact,predictive_cov_relative_frobenius,sample_ate_mean_difference,sample_ate_exact_sd_analytic,sample_ate_svgp_sd_analytic,sample_ate_svgp_to_exact_sd_ratio
strong_heterogeneous,19,160,oracle,map,optimized,0.8,0.5,1.0555883904787944,0.9966102322244899,2.2620536249596626,-1524.0665429171688,-1515.7415340128082,1,0,-0.0,-1.1052408085839818,-1524.0665429171688,-1516.8467748213923,0.02,0.5022219387198706,0.15448260282844578,0.2360442968814167,0.7015614944554889,0.770387426307192,0.0,0.0,0.0,5.18207760048233,3.2100022100238905,912.2350754719105,0.9122350754719105,0.286592583055608,0.2482502079801634,1.1544505254896236,-1541.0808811175814,-1515.7415340128082,25.339347104773196,38.74003798204524,0.038740037982045235,0.3147279966359295,0.0853281482973986,0.27111712084547834,0.427578528317472,0.006332076783448043,0.06703634387785788,0.06823101003350608,1.0178211711221141
strong_heterogeneous,20,160,oracle,map,optimized,0.8,0.5,1.2702249631369804,0.9547869508098578,1.9413663749583066,-1540.7338157550448,-1521.1640483158194,1,0,-0.0,-1.2644198643789366,-1540.7338157550448,-1522.4284681801983,0.02,0.500079047286541,0.1429888628860885,0.24147830796771483,0.7117231728338939,0.7841414254739169,0.0,0.0,0.0,5.8060695854791735,3.1799041842847595,911.9699064047246,0.9119699064047246,0.2761202920228243,0.14199170807842165,1.9446226526856327,-1529.7703472057133,-1521.1640483158194,8.606298889893878,12.993016171645422,0.012993016171645421,0.268577289241394,0.03825974489375883,0.1424533883777918,0.16497514513318545,-0.0011645852439512872,0.06696298503710128,0.06720230401279512,1.0035738994544707
strong_heterogeneous,21,160,oracle,map,optimized,0.8,0.5,1.2884852168046792,0.9715066355125781,1.713452500058338,-1519.1227716701771,-1505.2850203348567,1,0,-0.0,-1.3367453216231302,-1519.1227716701771,-1506.6217656564797,0.02,0.5037610423954828,0.1324541182954176,0.24697328389086504,0.7105910285091189,0.7746602031385378,0.0,0.0,0.0,6.300256667314188,3.3183352986538437,901.3987379291262,0.9013987379291263,0.2779641670640558,0.15978670795448124,1.7395950553236255,-1514.206942154669,-1505.2850203348567,8.921921819812269,11.784048446226961,0.011784048446226962,0.26486166881812095,0.03881248701042131,0.14653870899331087,0.14592699495503544,0.0007881591355501634,0.06635687347234014,0.06654825195218016,1.002884079219311
strong_heterogeneous,22,160,oracle,map,optimized,0.8,0.5,2.057720248120067,0.9869596866745262,1.5892079590121284,-1528.7391473921973,-1499.4880606308154,1,0,-0.0,-2.7099332030211087,-1528.7391473921973,-1502.1979938338366,0.02,0.503343273945313,0.14142321386807577,0.24855701477235173,0.7070557148964669,0.7820280440115335,0.0,0.0,0.0,6.695063005822408,3.269337803455772,897.706548889657,0.8977065488896571,0.2864052909426391,0.14028541708830744,2.041589902123266,-1499.7989367878308,-1499.4880606308154,0.31087615701540017,0.514583588985488,0.000514583588985488,0.18295030369972998,0.0023456883871338704,0.012821451179352879,0.008308022163052358,8.04266563934669e-05,0.06588144274856796,0.06588915069700853,1.0001169972623398
strong_heterogeneous,23,160,oracle,map,optimized,0.8,0.5,1.0420609118095496,1.3068107270519078,1.8721384590025991,-1545.2370953664952,-1533.1712176429796,1,0,-0.0,-1.985785806326832,-1545.2370953664952,-1535.1570034493066,0.02,0.5010083274476869,0.15289806918476453,0.24081792695080478,0.7168700739124616,0.7751074551283476,0.0,0.0,0.0,5.99787981813543,3.314003466613174,898.4582316112844,0.8984582316112845,0.28983770904596895,0.13665883301291615,2.1208852926365562,-1560.1615787577707,-1533.1712176429796,26.990361114791085,42.29630811941047,0.04229630811941047,0.30966437692550997,0.08799983791909977,0.2841781117763772,0.5291785611273799,-0.002658678549477782,0.06718985920234888,0.06781125331332097,1.0092483317921639
strong_heterogeneous,24,160,oracle,map,optimized,0.8,0.5,1.1575717176982245,0.9585600848276403,2.4000996670220047,-1538.0756965237745,-1525.2007073018035,1,0,-0.0,-1.1201573732690049,-1538.0756965237745,-1526.3208646750725,0.02,0.4965963508003795,0.12673788062231678,0.24658416693987556,0.7003185652071796,0.7846312362029159,0.0,0.0,0.0,6.967346953006199,3.223948736672247,904.0058701273272,0.9040058701273271,0.2579611249966547,0.13009995897300541,1.98279174746073,-1542.9150582384782,-1525.2007073018035,17.71435093667469,22.624330385830945,0.022624330385830945,0.28998590302503946,0.07023310604738037,0.2421948974578807,0.264075194659347,0.0008028281746178224,0.06643684519084014,0.06706878313887772,1.0095118596649544
strong_heterogeneous,25,160,oracle,map,optimized,0.8,0.5,1.166581277375007,1.1820884280352748,2.7295265831053257,-1508.6050537590058,-1490.7198427790993,1,0,-0.0,-1.7652706789380428,-1508.6050537590058,-1492.4851134580374,0.02,0.5051031065333619,0.15237499328832502,0.23524633194375993,0.7207843431383382,0.7842711058743269,0.0,0.0,0.0,6.1833334662296755,3.184413402598466,911.8628558814063,0.9118628558814063,0.3345455420203507,0.13601295906119049,2.4596593172408148,-1505.5503637327297,-1490.7198427790993,14.830520953630412,21.745382562260374,0.021745382562260374,0.28490232203745164,0.06567985761973899,0.23053465184150057,0.26902148477056076,-0.0012629388718246467,0.06623902265318686,0.06657610468526125,1.0050888738778543
strong_heterogeneous,26,160,oracle,map,optimized,0.8,0.5,1.2538682148691989,0.9926778658231894,2.433500500046648,-1534.8969473275756,-1523.2498129164628,1,0,-0.0,-1.3445172794805103,-1534.8969473275756,-1524.5943301959433,0.02,0.4961050546790248,0.13602383564669834,0.23584508100082624,0.7128545117164058,0.7824180940471959,0.0,0.0,0.0,7.351652710318735,3.2527743330384165,902.7706277887215,0.9027706277887215,0.4124962920323014,0.1869012500392273,2.2070279997898656,-1533.7311153792136,-1523.2498129164628,10.481302462750818,13.696388944101614,0.013696388944101613,0.2723632259800677,0.04730351120057398,0.17367803979541566,0.15865168395348922,0.001884048140582077,0.06779927625566368,0.06793544670167441,1.0020084350974081
strong_heterogeneous,27,160,oracle,map,optimized,0.8,0.5,1.5398057443239253,0.9981080553769417,2.079985916032456,-1527.356507503299,-1504.9005670108022,1,0,-0.0,-1.8131882553903302,-1527.356507503299,-1506.7137552661925,0.02,0.5006793809070512,0.13261897327641267,0.2522422232810143,0.7144708193785647,0.7778201555247275,0.0,0.0,0.0,5.317398500202292,3.2819791620253485,905.7011050665386,0.9057011050665387,0.25966241699643433,0.14153504208661616,1.8346157472262379,-1507.2709748598252,-1504.9005670108022,2.3704078490229676,3.3842332156403927,0.0033842332156403926,0.2254606821681568,0.01300385142554924,0.05767680333660347,0.04701134149622344,0.0009289343901146076,0.06615804646759003,0.06621483805462365,1.0008584229744666
strong_heterogeneous,28,160,oracle,map,optimized,0.8,0.5,1.694640513564823,1.0800781274937918,1.8957745829829946,-1479.4760796464557,-1453.3916522701447,1,0,-0.0,-2.3131994922307313,-1479.4760796464557,-1455.7048517623755,0.02,0.49794955149403314,0.13391169834889252,0.23612166288089678,0.7015208173072081,0.7771705331046643,0.0,0.0,0.0,5.316314166699119,3.2081682196469608,915.5457474753183,0.9155457474753184,0.30289095803163946,0.1329335409682244,2.2785141795330692,-1454.7423840875988,-1453.3916522701447,1.3507318174540615,2.0498969506334106,0.002049896950633411,0.21037636525357467,0.008466881979335693,0.0402463554740583,0.031971498797103266,-0.0002838009932297353,0.06609556865174772,0.06613018112713158,1.0005236731613012
strong_heterogeneous,29,160,oracle,map,optimized,0.8,0.5,1.6693918090108653,0.9890739787006184,2.6457623750902712,-1528.151940075464,-1501.4052291821417,1,0,-0.0,-2.0129106740371894,-1528.151940075464,-1503.4181398561789,0.02,0.5023007363002945,0.15594787202008903,0.24886441060531625,0.7173363705527902,0.7692972573438651,0.0,0.0,0.0,6.083069093293912,3.2050826435736455,909.3963892498666,0.9093963892498667,0.3320833339821547,0.14096208405680954,2.355834451541741,-1503.1902282357091,-1501.4052291821417,1.7849990535673896,2.27686231371797,0.00227686231371797,0.21382661019803262,0.010147169462042287,0.04745512942773878,0.03976399412566064,-0.00015981216794722805,0.06733572805466637,0.06739040097475554,1.0008119451837632
strong_heterogeneous,30,160,oracle,map,optimized,0.8,0.5,1.5379232951625184,0.7324828859228353,1.9116008330602199,-1517.9773678675856,-1500.5537211562828,1,0,-0.0,-1.1459157748394697,-1517.9773678675856,-1501.6996369311223,0.02,0.5009728922439182,0.14798610582469957,0.24756866670835484,0.7103569057468281,0.7872527652556626,0.0,0.0,0.0,4.747888117880153,3.1926138104517796,914.7845198476991,0.9147845198476992,0.2734258340205997,0.1290845830226317,2.1181912480800396,-1503.1946247808787,-1500.5537211562828,2.6409036245959214,3.723235285637429,0.003723235285637429,0.235155256876444,0.013291459523348068,0.05652205993562673,0.04562994638281334,0.0010067228883330606,0.06746910624242856,0.06763995863142237,1.0025323055026087
strong_heterogeneous,31,160,oracle,map,optimized,0.8,0.5,1.0810320990123865,1.0355600163695953,2.2949871249729767,-1501.3777101602498,-1491.914290923229,1,0,-0.0,-1.2415027415420978,-1501.3777101602498,-1493.155793664771,0.02,0.5031365985868985,0.14749053638556958,0.24324905000575345,0.7173170892325322,0.7848552761361709,0.0,0.0,0.0,6.193509313624451,3.1963426095537466,906.4271967412539,0.9064271967412538,0.2913555420236662,0.1500713329296559,1.9414470194666393,-1512.3939461927644,-1491.914290923229,20.479655269535442,34.981339884717045,0.03498133988471704,0.3086488843412439,0.06890930279717909,0.22326114330286254,0.3899946469571633,-0.005085988878594069,0.06741204295225009,0.06786986858877826,1.006791451741827
strong_heterogeneous,32,160,oracle,map,optimized,0.8,0.5,1.6557248347307214,1.1909902264421566,2.0271791249979287,-1535.8670478785843,-1509.5287334332934,1,0,-0.0,-2.5647832337618164,-1535.8670478785843,-1512.0935166670552,0.02,0.505402259314895,0.1257726457457322,0.24990530674494957,0.7165962961715058,0.7903330267184869,0.0,0.0,0.0,5.551233557244421,3.2039806061769207,905.462283249224,0.9054622832492241,0.2882987499469891,0.40104362496640533,0.7188712947902847,-1511.3798805884142,-1509.5287334332934,1.8511471551207705,2.4710289571294197,0.0024710289571294197,0.21323089261640424,0.011497871336949603,0.05392216482268316,0.04029725840372863,-0.0003034313616639965,0.06616489309347219,0.06615820167348471,0.9998988675160704
strong_heterogeneous,33,160,oracle,map,optimized,0.8,0.5,1.2957768133459304,1.068352007314829,1.985068375011906,-1538.9254536272779,-1523.7289081959673,1,0,-0.0,-1.6181027369856693,-1538.9254536272779,-1525.347010932953,0.02,0.49714671132144916,0.15108038943385865,0.24549177991056542,0.7073080501011493,0.7857413487447075,0.0,0.0,0.0,6.135141917528947,3.279760611107344,905.2784374352425,0.9052784374352425,0.2586403340101242,0.1382093339925632,1.8713666185819346,-1532.87439030257,-1523.7289081959673,9.145482106602685,11.614338025308484,0.011614338025308485,0.2611369710193361,0.04310399533709854,0.1650627835991361,0.1547158039032365,0.003366347052888765,0.06631701266169128,0.06651630750792954,1.0030051843145429
strong_heterogeneous,34,160,oracle,map,optimized,0.8,0.5,1.2983284854622643,1.1275017478021083,1.826315209036693,-1478.1969219418716,-1461.0091271470749,1,0,-0.0,-1.7913711557115004,-1478.1969219418716,-1462.8004983027863,0.02,0.5016388715703084,0.14204772044808345,0.23300437508192653,0.7023736670714168,0.7844195616893406,0.0,0.0,0.0,6.295411250500684,3.2096803472433444,903.3312503951024,0.9033312503951024,0.26898679102305323,0.13438624993432313,2.001594591370112,-1468.5169985115754,-1461.0091271470749,7.507871364500488,12.106190162963685,0.012106190162963685,0.2605547412079938,0.035566824206209824,0.1365042295577258,0.17224846364564927,-0.0016208323702612635,0.06633526235825724,0.06656946023000022,1.0035305185118308
strong_heterogeneous,35,160,oracle,map,optimized,0.8,0.5,1.3414855601614748,0.9979712273886704,1.6446862090379,-1510.3971523147634,-1490.4964280125728,1,0,-0.0,-1.489698619662033,-1510.3971523147634,-1491.9861266322348,0.02,0.4961935508962284,0.13865923747488726,0.23190556959237882,0.7018496990823434,0.7769307606502335,0.0,0.0,0.0,6.301171443811077,3.2703352258728327,898.2889583711574,0.8982889583711574,0.2965207080123946,0.25272933300584555,1.1732738122865072,-1498.1129676358441,-1490.4964280125728,7.616539623271365,9.4722326047347,0.0094722326047347,0.25669745883543854,0.036905167203067746,0.14376911781867932,0.11914705703724891,0.005244658066647968,0.06653672957518104,0.06659386765646792,1.0008587449616428
