scenario,rep,n_rff,pi_clip,pi_model,lengthscale_mode,initial_lengthscale,initial_treatment_lengthscale,selected_lengthscale,selected_treatment_lengthscale,mml_fit_seconds,mml_initial_log_marginal_likelihood,mml_log_marginal_likelihood,selection_initial_log_prior,selection_log_prior,selection_initial_log_posterior,selection_log_posterior,mml_success,mml_at_boundary,pi_estimate_mean,pi_estimate_min,pi_estimate_p05,pi_estimate_p95,pi_estimate_max,pi_estimate_true_rmse,pi_estimate_true_mean_abs_error,fit_seconds,meanfield_kl_to_full,coefficient_var_ratio_min,coefficient_var_ratio_median,coefficient_var_ratio_max,sample_ate_full_sd_analytic,sample_ate_full_var_total_analytic,sample_ate_full_var_diag_analytic,sample_ate_full_var_cross_analytic,sample_ate_full_cross_to_diag_ratio_analytic,sample_ate_meanfield_sd_analytic,sample_ate_meanfield_var_analytic,sample_ate_meanfield_to_full_var_ratio_analytic,sample_ate_sd_ratio_analytic,center_eif_abs_max,center_eif_abs_p95,center_aipw_signal_sd,center_correction_mean,propensity_clip_fraction,observed_inverse_weight_max,observed_inverse_weight_p95,observed_inverse_weight_ess,observed_inverse_weight_ess_fraction
strong_heterogeneous,10,200,0.02,logistic,map,0.8,0.5,1.3831411876118038,0.7383445087243795,0.49767304095439613,-395.88748399932285,-391.74804062483764,-0.0,-0.9034058747245349,-395.88748399932285,-392.65144649956216,1,0,0.444,0.13097894533100166,0.20229753483230187,0.710077417137176,0.8041798837013074,0.09448012107866582,0.07684220664552541,0.13098925002850592,52.842274747642804,0.33985485042510055,0.526244017366451,0.7408624264987018,0.13387828461948245,0.017923395092655153,0.4674665705642206,-0.4495431754715654,-0.9616584452851419,0.49103714587262803,0.24111747862673658,13.452667721727808,3.6677878512432813,9.83037868035604,4.612782209784502,2.403838978530328,-0.011426352161534606,0.0,7.634814874046081,3.7326627800091554,213.21005861617303,0.8528402344646921
strong_heterogeneous,11,200,0.02,logistic,map,0.8,0.5,1.838509061426534,0.7001364116069184,0.5244451661128551,-389.48183572712713,-381.7014984153946,-0.0,-1.6114652940971734,-389.48183572712713,-383.3129637094918,1,0,0.516,0.21796169918813812,0.29692209774525946,0.7110051889807433,0.8136565929190981,0.07027419450932935,0.05622719311870263,0.017695666057989,60.978768521748606,0.33120438519120415,0.5049201596878945,0.7340483190007769,0.13109592944715964,0.01718614271761466,0.7108758682059015,-0.6936897254882869,-0.9758239891290883,0.5852220999098727,0.34248490622292105,19.927968238730884,4.46407529492177,6.612333021429824,4.47210617195511,2.200920481553616,0.009989347002981944,0.0,4.545152205660394,2.9230232980295616,232.21954902880447,0.9288781961152178
strong_heterogeneous,12,200,0.02,logistic,map,0.8,0.5,1.856225539510775,0.8378938270567469,0.5013266250025481,-383.2894517985861,-366.5243706816571,-0.0,-1.9499766102351779,-383.2894517985861,-368.4743472918923,1,0,0.532,0.2700306216371038,0.36181578811894916,0.7019261116705742,0.7699879913031104,0.09450974750880013,0.07486196074077489,0.05849862494505942,60.66132236495701,0.3244515395950951,0.4976031425682079,0.7250400800402801,0.12791953124338312,0.01636340647352687,0.49492784555556524,-0.4785644390820384,-0.9669377938209182,0.500228370481074,0.2502284226341507,15.291951772937773,3.9104925230637857,8.252148421119168,3.5122424903690854,1.9966997415471208,0.056125108993111315,0.0,4.213203892526271,2.8255495395971963,236.81468455548375,0.947258738221935
strong_heterogeneous,13,200,0.02,logistic,map,0.8,0.5,1.7310525572718394,0.7905759813424523,0.8072568329516798,-381.2797165267923,-372.4150037612719,-0.0,-1.6113860148627615,-381.2797165267923,-374.0263897761347,1,0,0.52,0.20620923255934934,0.2647605158644412,0.7556832518562828,0.8093477837294504,0.04538704370155761,0.03727332547912155,0.008782583056017756,58.6182667089261,0.3576691062045506,0.5105755349192552,0.8253622638551877,0.13189412282773622,0.017396059636497964,0.5414065255079266,-0.5240104658714286,-0.9678687662285237,0.5196801302833416,0.2700674378113109,15.5246327878006,3.940131062261838,7.249471373839794,4.10428999976,2.081735911123673,0.0033567727977029983,0.0,4.2917908208813085,3.3952927916214866,224.29996872496142,0.8971998748998457
strong_heterogeneous,14,200,0.02,logistic,map,0.8,0.5,1.5560865201984169,0.8521059731481949,0.5559360000770539,-392.85865463341867,-386.1474982706344,-0.0,-1.4536921595330567,-392.85865463341867,-387.60119043016743,1,0,0.544,0.2317526204352547,0.3044540472118552,0.7617616360972753,0.8310016867868417,0.0725747001550519,0.06130339984521303,0.014367500087246299,57.69430218216146,0.3348608865795394,0.513731775107936,0.7286914438798313,0.13050536293552162,0.017031649754932217,0.4964839811024656,-0.4794523313475334,-0.9656954697367826,0.5011040549977035,0.2511052739351415,14.743449844747047,3.839720021661351,7.323509930702757,3.9852741730921313,2.120962450895275,-0.005285563321541701,0.0,4.430537852587526,3.333684135734533,227.05846696479045,0.9082338678591618
strong_heterogeneous,15,200,0.02,logistic,map,0.8,0.5,1.5758246492295307,0.45550786160611106,0.36059949989430606,-388.8131122167475,-384.6035813217785,-0.0,-0.9365278792368741,-388.8131122167475,-385.54010920101535,1,0,0.48,0.17209774068898562,0.24057384169361995,0.7167435206339096,0.7675414206289755,0.0915730559635497,0.07229264974612888,0.0128990828525275,57.63246634892797,0.3394373732855367,0.5041350249956872,0.710695588947215,0.1360633093880442,0.018513224161626637,0.9948814609112872,-0.9763682367496606,-0.9813915276452444,0.6868279275581816,0.4717326020738667,25.480845365209394,5.0478555214278265,9.485756248120072,3.8735529028188544,2.2139344385617283,-0.007329689655953033,0.0,4.541377191317063,3.3771476070308735,223.33381840754114,0.8933352736301646
strong_heterogeneous,16,200,0.02,logistic,map,0.8,0.5,1.8164147239044968,0.8280531190892606,0.3837662918958813,-370.09292235270914,-357.8099099318117,-0.0,-1.8538051851281736,-370.09292235270914,-359.6637151169399,1,0,0.496,0.25823509141921486,0.32102200553232685,0.7127191476406166,0.7683898542396215,0.043484218912441565,0.03502881180084695,0.017501458059996367,60.71356337533484,0.32979108910298194,0.506550925258696,0.7178142800913812,0.1295206205996355,0.016775591160514726,0.5941822454054511,-0.5774066542449363,-0.9717669262415143,0.5336296438809014,0.28476059682845767,16.97469818522451,4.120036187368323,6.491084922632792,3.9552926211974895,1.9269739556893681,-0.007378751518594256,0.0,4.317600149669564,2.9451349498467954,234.20894089883095,0.9368357635953238
strong_heterogeneous,17,200,0.02,logistic,map,0.8,0.5,1.4719119710571467,0.6369226833828943,0.8507767501287162,-407.9205839113789,-404.89969164105105,-0.0,-0.8606491372863619,-407.9205839113789,-405.7603407783374,1,0,0.452,0.11596932988166173,0.18555219597395978,0.7132127582505466,0.7845371143459546,0.07117916423534018,0.05949869062098266,0.009554250165820122,55.58826999741197,0.3552688891545117,0.5157532799687615,0.7049185028549023,0.1338500695603013,0.017915841121297495,0.6747581443038615,-0.656842303182564,-0.9734484996253272,0.5794397953813137,0.3357504764715388,18.74042497912167,4.329021249557649,7.890451708931273,4.158519360338147,2.278953448311574,0.06805256071469504,0.0,5.845633134562596,3.664485996224471,215.67795926984718,0.8627118370793887
strong_heterogeneous,18,200,0.02,logistic,map,0.8,0.5,1.6500488337661134,0.7439529457899502,0.5302966251038015,-388.8164747455867,-380.58910502817173,-0.0,-1.364008013383073,-388.8164747455867,-381.9531130415548,1,0,0.536,0.18656928359893504,0.25109973287375564,0.7811276632704051,0.8631494682022325,0.05529965259369634,0.04486782469575385,0.022300624987110496,56.583661278311816,0.3304130064956434,0.5207318715977591,0.7441452352653597,0.13396625141118004,0.0179469565171635,0.5541862919520211,-0.5362393354348576,-0.9676156614160402,0.5249564534324934,0.2755792780004216,15.355209544129249,3.9185723859754393,6.102924035752379,4.019768159492357,2.0481760158682794,0.016494444649022087,0.0,5.346666315167694,3.613464790394858,218.95433355815084,0.8758173342326033
strong_heterogeneous,19,200,0.02,logistic,map,0.8,0.5,1.9302881523552828,0.84725222279194,0.37625458301045,-400.33288931106796,-390.46048877870805,-0.0,-2.107943667383756,-400.33288931106796,-392.56843244609183,1,0,0.564,0.1856335533064511,0.30868408808156367,0.8402886301960608,0.8729142843194546,0.10867428922218389,0.0887669705152954,0.48573420802131295,59.39884291858024,0.3363257846836791,0.5073611080453075,0.8028373820950865,0.13580738115525917,0.018443644776249844,0.6235588890418928,-0.605115244265643,-0.9704219679963367,0.5551400952129508,0.3081805253130441,16.709307138136424,4.087701938514649,13.994347025775387,4.657884041689425,2.312335727869135,-0.04653807888851766,0.0,7.654204223957344,3.5896805612322376,207.44858366247945,0.8297943346499178
strong_heterogeneous,20,200,0.02,logistic,map,0.8,0.5,1.5767660901265832,1.0173545755825453,0.1997627920936793,-391.76591206984375,-381.5806948350709,-0.0,-1.9299799283089287,-391.76591206984375,-383.5106747633798,1,0,0.5360000000000001,0.15713230579103055,0.27296029426815516,0.8089401218009407,0.8711533692465055,0.08245808149492871,0.06809794754494768,0.01286137499846518,57.04847535137343,0.32169719169502015,0.5202562046329329,0.7374084704522165,0.13199244777680985,0.017422006270113873,0.37577091992486705,-0.3583489136547532,-0.9536366298020154,0.44176624168809214,0.19515741229522182,11.201776033682156,3.3469054414013786,7.705440600189516,3.9920195693585336,2.0994030864537887,-0.0014092117828229647,0.0,7.761165302903188,3.3217598196771196,216.29778249552834,0.8651911299821133
strong_heterogeneous,21,200,0.02,logistic,map,0.8,0.5,1.3108381648577812,0.7662218931241039,0.31761108292266726,-388.39895700353566,-382.5741611101878,-0.0,-0.8521224823656011,-388.39895700353566,-383.4262835925534,1,0,0.572,0.2578471531003349,0.36581124511593355,0.7680081901597352,0.8417311109528508,0.11274450165045422,0.09063933992543226,0.021129125030711293,54.53557905052211,0.3648656234503367,0.5168855692799168,0.7208381178911986,0.13175354377060364,0.01735899629611237,0.5057526729422217,-0.48839367664610933,-0.9656769064706545,0.502410437143024,0.2524162473502445,14.54094712876771,3.8132593838824693,6.414875288612123,3.6184221206450697,1.968806652893115,0.026978673325883443,0.0,4.064462090461576,3.427554254670185,227.25440340862326,0.9090176136344931
strong_heterogeneous,22,200,0.02,logistic,map,0.8,0.5,1.828665580009172,0.8289926543986419,0.37496150005608797,-379.22892151091673,-370.89991945671756,-0.0,-1.8782343706391476,-379.22892151091673,-372.7781538273567,1,0,0.56,0.21175415616472634,0.3334677314530631,0.7553391427568374,0.8211223559880345,0.07405421052939586,0.05850243725114601,0.01237774989567697,61.40048816823746,0.3202566338029935,0.506580692543873,0.7112218186220148,0.1311748825971226,0.017206849824368896,0.5314345669450856,-0.5142277171207167,-0.9676218844338987,0.5084134583488847,0.2584842446302732,15.022171243930977,3.87584458459456,5.788634463500252,3.6949206288046406,1.9028137138450387,-0.003123455551173855,0.0,5.316056238275587,3.627165634969494,223.92688206754426,0.895707528270177
strong_heterogeneous,23,200,0.02,logistic,map,0.8,0.5,1.5648864826579252,0.7534667243045052,0.30484945815987885,-386.96553384372555,-378.4610394297076,-0.0,-1.2366920494614893,-386.96553384372555,-379.69773147916914,1,0,0.5079999999999999,0.11774767690422022,0.23231651441247284,0.7621525234019172,0.863909815521837,0.07785420472531603,0.06286711049581198,0.01207754178903997,57.12434206326422,0.31384855891842106,0.5121537190743155,0.6710966546346424,0.13217106762267808,0.017469191116518543,0.46473078328003237,-0.4472615921635138,-0.9624100839776043,0.4863011988074039,0.23648885596151817,13.537481751968395,3.6793316990954206,7.735831905780312,3.9031225188797913,1.9905864751591047,0.03156611785475407,0.0,5.7566329381815935,3.422036473279494,220.69083720283675,0.882763348811347
strong_heterogeneous,24,200,0.02,logistic,map,0.8,0.5,1.2406002968451562,0.5128750584908057,0.36962300003506243,-394.4309811685555,-391.2032268079307,-0.0,-0.38627646359527795,-394.4309811685555,-391.589503271526,1,0,0.516,0.2516626065067732,0.33953838469148356,0.6970681101974089,0.7618866115299107,0.09574620923010489,0.07622076510607206,0.015176458051428199,51.616101282621514,0.3457673523498586,0.5325303706001414,0.8077899845458792,0.12945861894723504,0.016759534019725405,0.5787335822541805,-0.5619740482344551,-0.9710410203699488,0.5353275297521545,0.28657556411054386,17.099256087505424,4.135124676174278,6.159786859294109,3.7964129839133367,2.127874298931723,0.038661519650118395,0.0,3.775425167642289,3.0064745725362223,236.3084563556772,0.9452338254227088
strong_heterogeneous,25,200,0.02,logistic,map,0.8,0.5,1.9020495966349593,0.8501245175763046,0.2765464580152184,-411.0328920054896,-403.8798526218942,-0.0,-2.063617490549925,-411.0328920054896,-405.9434701124441,1,0,0.56,0.18201764261045364,0.29825677376892007,0.8225682277880049,0.9014956052514097,0.09180886129853028,0.07684120014958208,0.007729083066806197,60.49620499540766,0.3228773540865764,0.5005169241687614,0.8596810574327947,0.1352241991633037,0.018285584039356824,0.572290872795816,-0.5540052887564592,-0.9680484437048136,0.5246450021166416,0.2752523782459708,15.052971655350667,3.879815930601691,9.964454302267823,5.5830045832535875,2.6250189302648943,0.070114153221652,0.0,7.195335106361869,3.630178968273979,213.86755157870448,0.855470206314818
strong_heterogeneous,26,200,0.02,logistic,map,0.8,0.5,1.39551961961438,0.7817674468732245,0.29523349995724857,-390.9399300884037,-385.7538547495259,-0.0,-1.0187122340185502,-390.9399300884037,-386.77256698354444,1,0,0.496,0.26794163367264096,0.33301635060492046,0.6480815125713998,0.6973490078814644,0.08933448032152652,0.07324613803749642,0.008903250098228455,53.477052508071836,0.34315654187223027,0.5211980801818469,0.7698033488727235,0.12800303524717743,0.01638477703249015,0.4394812415524273,-0.42309646451993715,-0.9627179149339516,0.47636107374957193,0.2269198725838451,13.849433052025972,3.72148264163975,5.653229075328486,3.943462133190429,2.028640632411509,0.08994169149929718,0.0,3.7321560904631754,2.7556806447203464,240.491375282925,0.9619655011317
strong_heterogeneous,27,200,0.02,logistic,map,0.8,0.5,1.5707504869374571,0.7806124887091859,0.8754495838657022,-390.47777635832006,-384.9120918267786,-0.0,-1.3073206695168378,-390.47777635832006,-386.21941249629543,1,0,0.476,0.2652227504793972,0.34210533396140524,0.633943488547912,0.6818251372932405,0.08048179413250701,0.06797915201876123,0.17592516588047147,57.03393153846404,0.3507646604910748,0.5130269283111464,0.7310422404132011,0.12838572554360855,0.016482894523358785,0.5239796207075215,-0.5074967261841626,-0.9685428709973448,0.5164660512872127,0.26673718213220576,16.182666324424897,4.022768490035799,6.664541086488117,4.001801153088822,2.097392098537952,0.016377671739308722,0.0,3.770415615524963,2.7358242579651857,241.23620761728756,0.9649448304691502
strong_heterogeneous,28,200,0.02,logistic,map,0.8,0.5,1.0154670877000704,0.7209005094256307,0.5189957499969751,-402.4510016465928,-401.2997225873418,-0.0,-0.38151253274386887,-402.4510016465928,-401.68123512008566,1,0,0.568,0.24665606821901623,0.3213425724172331,0.7792688123775,0.864116457384221,0.09642106081062665,0.08271241016148043,0.15499595901928842,42.524154067677806,0.3392751239751478,0.5589735483693357,0.8440226276366529,0.13183817763729055,0.01738130508272178,0.28276217314385893,-0.26538086806113714,-0.938530303083083,0.3810713387630248,0.145215365226644,8.354687092570403,2.8904475592147323,6.336037665752122,3.7503263057962033,2.0896371221304344,0.031071017755074877,0.0,5.271551147052235,3.2341266737372956,222.97252569580675,0.891890102783227
strong_heterogeneous,29,200,0.02,logistic,map,0.8,0.5,1.7559313495141968,0.8437541490975781,0.23797216708771884,-382.7530961541231,-372.768456357248,-0.0,-1.783629010780257,-382.7530961541231,-374.55208536802826,1,0,0.492,0.1460235322810973,0.2331269362206601,0.7697855538572002,0.8496659073314999,0.07009900739643861,0.05687914352695508,0.05267975013703108,58.915574289581926,0.3320869599725901,0.5064583055429912,0.7043599631492806,0.1342324464172496,0.018018349671159783,0.469123848728502,-0.4511054990573422,-0.9615914865125784,0.48736425096055214,0.23752391311434004,13.182334533918022,3.630748481225052,8.06748004100873,3.9103903542028284,2.0777948635669183,0.06144092918549741,0.0,5.894798057499785,3.850175838924987,214.7783913467409,0.8591135653869636
strong_heterogeneous,30,200,0.02,logistic,map,0.8,0.5,1.5017497303692249,0.8820410652342673,0.236980790970847,-379.92771316598095,-370.5504148472017,-0.0,-1.4376405621164747,-379.92771316598095,-371.9880554093182,1,0,0.48,0.19756331108151332,0.2803199352035078,0.6940277235899814,0.8003666954866521,0.0860787363620904,0.06770422567187108,0.014358334010466933,55.613162618720494,0.3588872960047096,0.5196873046148179,0.7264766350970543,0.1298583328866867,0.016863186620109535,0.4337933655094792,-0.4169301788893697,-0.9611262228496644,0.47211436790839484,0.2228919763855432,13.217666471160443,3.6356108800530955,6.565848370056222,4.603230428218786,2.1058907395681636,0.062377838406262154,0.0,4.501215464771314,3.017773113393234,230.72210882344484,0.9228884352937794
strong_heterogeneous,31,200,0.02,logistic,map,0.8,0.5,1.7617019527931208,0.7052041853915934,0.2379613749217242,-392.9861826487273,-384.0434605205559,-0.0,-1.4828861530676947,-392.9861826487273,-385.5263466736236,1,0,0.49200000000000005,0.25991414986816297,0.3339061333472656,0.6472029064172121,0.7281646551635861,0.09096974568005707,0.07573374391037067,0.013174749910831451,60.58699443301204,0.33265059115620205,0.498449558407228,0.7446587155311937,0.12843642459845786,0.016495915163635348,0.6313809480779504,-0.6148850329143151,-0.9738732769592554,0.5497046912480328,0.302175247580095,18.318186325680763,4.279975037974026,6.795306460519281,3.892835971582519,2.080415781075997,0.018850624122193977,0.0,3.6786974872667266,2.7691547913095684,239.26285984799486,0.9570514393919795
strong_heterogeneous,32,200,0.02,logistic,map,0.8,0.5,1.6039761206809662,0.6134235578047226,0.6959041659720242,-401.01140066194984,-393.19816083326066,-0.0,-1.0513975012581454,-401.01140066194984,-394.2495583345188,1,0,0.48,0.13799095528011082,0.25601775908879826,0.6994187851158955,0.8403636212983827,0.0708150069848906,0.05423703664529998,0.19204749981872737,56.4222765521255,0.3538378239256744,0.5164067333039537,0.8093384810442062,0.13190632687078482,0.017399279068542328,0.8522369590502852,-0.8348376799817429,-0.9795839890727907,0.6463362696159031,0.4177505734210013,24.00964843286461,4.899964125671188,9.359740016682563,4.023210734948423,2.2010760674499084,-0.009486131034210714,0.0,4.935240842222929,3.1379474106595096,228.98906876856915,0.9159562750742766
strong_heterogeneous,33,200,0.02,logistic,map,0.8,0.5,1.0840747466261507,0.748678279049264,0.40527237486094236,-378.1680131492801,-375.4422010522655,-0.0,-0.5106238605562147,-378.1680131492801,-375.9528249128217,1,0,0.488,0.1444554035721429,0.2531948964829539,0.7456616149177245,0.8224012740743065,0.06973197959058526,0.05412647816159179,0.00855650007724762,44.727052183204776,0.34764640447170464,0.550773266862647,0.8572364146368835,0.13351419373170395,0.017826039927826977,0.3025344399780844,-0.2847084000502574,-0.9410776507655845,0.3945204032558942,0.15564634858519338,8.731403565534755,2.95489484847342,7.037080930505727,3.8518621237213484,2.0762547612966427,0.07166508419445412,0.0,4.773825044065043,3.1966443957191273,227.06339092043416,0.9082535636817366
